_id,公司名称,产品名称,产品类别,设计类型,产品特殊属性,承保方式,保险期间类型,产品交费方式,产品条款文字编码,产品销售状态,停止销售日期,PDF文件
5b531445f1ad32a783dfba3c,泰康人寿保险有限责任公司,泰康附加永福人生住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,泰康人寿[2009]医疗保险088号,停售,2013-01-29,http://www.iachina.cn/IC/tkk/03/cb2258b8-78d1-436d-8510-b21571c4a1d0_TERMS.PDF
5b531445f1ad32a783dfba3d,泰康人寿保险有限责任公司,泰康附加如意宝手术津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,泰康人寿[2009]医疗保险084号,停用,2011-08-20,http://www.iachina.cn/IC/tkk/03/2fdb06d4-6827-44d2-a35b-dd0a03cf7209_TERMS.PDF
5b531445f1ad32a783dfba3e,泰康人寿保险有限责任公司,泰康附加借款人意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,泰康人寿[2010]医疗保险038号,停售,2017-02-07,http://www.iachina.cn/IC/tkk/03/2e182289-7d4a-4e00-a497-38f635cb0737_TERMS.PDF
5b531445f1ad32a783dfba3f,泰康人寿保险有限责任公司,泰康手术津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,泰康人寿[2009]医疗保险169号,在售, ,http://www.iachina.cn/IC/tkk/03/377d86c4-61e6-4025-b48e-043914c3d853_TERMS.PDF
5b531445f1ad32a783dfba40,泰康人寿保险有限责任公司,泰康附加亿顺住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,泰康人寿[2009]医疗保险156号,停售,2014-01-01,http://www.iachina.cn/IC/tkk/03/03deeda9-aa0e-4cae-aefa-43f7edbb7896_TERMS.PDF
5b531445f1ad32a783dfba41,中意人寿保险有限公司,中意附加金元宝意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中意人寿[2011]医疗保险044号,在售, ,http://www.iachina.cn/IC/tkk/03/a650eacb-5279-4b1a-8fd0-1043a39253aa_TERMS.PDF
5b531445f1ad32a783dfba42,中意人寿保险有限公司,中意附加意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中意人寿[2013]医疗保险003号,在售, ,http://www.iachina.cn/IC/tkk/03/6667c1f3-236f-437e-9beb-e3438685ff57_TERMS.PDF
5b531445f1ad32a783dfba43,中意人寿保险有限公司,中意附加意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中意人寿[2011]医疗保险038号,停用,2013-01-09,http://www.iachina.cn/IC/tkk/03/5f6879f2-b75a-44e9-8f83-41ae8e6dcf57_TERMS.PDF
5b531445f1ad32a783dfba45,泰康人寿保险有限责任公司,泰康附加吉祥住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2009]医疗保险098号,停用,2010-06-30,http://www.iachina.cn/IC/tkk/03/ff231508-24b9-4a0f-86b4-0002b27acfe3_TERMS.PDF
5b531445f1ad32a783dfba46,泰康人寿保险有限责任公司,泰康附加祥云康乐防癌住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2011]医疗保险027号,在售, ,http://www.iachina.cn/IC/tkk/03/b7fbf5d7-f65b-42a1-b445-cc4607cae4d6_TERMS.PDF
5b531445f1ad32a783dfba47,泰康人寿保险有限责任公司,泰康附加如意宝手术津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,泰康人寿[2011]医疗保险020号,在售, ,http://www.iachina.cn/IC/tkk/03/b7bb4eab-cc49-4a46-919f-eb0ae4faa52a_TERMS.PDF
5b531445f1ad32a783dfba48,泰康人寿保险有限责任公司,世纪泰康个人住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,一次性交费,泰康人寿[2011]医疗保险021号,停用,2011-10-28,http://www.iachina.cn/IC/tkk/03/88fe81dd-4482-46d7-989e-7c67436dca14_TERMS.PDF
5b531445f1ad32a783dfba49,泰康人寿保险有限责任公司,泰康附加乐康住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2013]医疗保险037号,在售, ,http://www.iachina.cn/IC/tkk/03/6833fc58-419b-49d4-9b94-34e2328e04d9_TERMS.PDF
5b531445f1ad32a783dfba4a,泰康人寿保险有限责任公司,泰康附加吉祥住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2013]医疗保险036号,在售, ,http://www.iachina.cn/IC/tkk/03/5463021a-52a7-4138-bdce-f6fdbba3e78a_TERMS.PDF
5b531445f1ad32a783dfba4b,泰康人寿保险有限责任公司,泰康附加祥云康顺住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,泰康人寿[2013]医疗保险020号,停售,2017-02-07,http://www.iachina.cn/IC/tkk/03/4542e9e5-cbe0-457a-8e37-81be10ffa5c6_TERMS.PDF
5b531445f1ad32a783dfba4c,泰康人寿保险有限责任公司,泰康附加祥云康顺B款（2014）医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2013]医疗保险067号,在售, ,http://www.iachina.cn/IC/tkk/03/31d699e9-31e4-4b22-a008-31628f67d18c_TERMS.PDF
5b531445f1ad32a783dfba4d,泰康人寿保险有限责任公司,泰康附加祥云康悦防癌住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2011]医疗保险031号,停售,2017-02-07,http://www.iachina.cn/IC/tkk/03/0c27a406-aca3-44c1-9736-ed8e4190c530_TERMS.PDF
5b531445f1ad32a783dfba4e,泰康人寿保险有限责任公司,泰康附加祥云康顺B款住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2012]医疗保险020号,停售,2014-04-01,http://www.iachina.cn/IC/tkk/03/09fac496-9a89-4cbf-983d-dbddc98ecce0_TERMS.PDF
5b531445f1ad32a783dfba50,泰康人寿保险有限责任公司,泰康附加环球尊享终身住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,泰康人寿[2012]医疗保险013号,停售,2017-02-07,http://www.iachina.cn/IC/tkk/03/0388b397-dce5-45e3-940c-e3c8afd1e3ef_TERMS.PDF
5b531445f1ad32a783dfba51,泰康养老保险股份有限公司,泰康附加意外住院津贴团体医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,泰康养老[2011]医疗保险014号,停用,2018-06-01,http://www.iachina.cn/IC/tkk/03/44eb3edb-8023-4f9b-8614-15b70bcbef69_TERMS.PDF
5b531445f1ad32a783dfba52,太平养老保险股份有限公司,太平附加盛世团体意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平养老[2010]医疗保险005号,在售, ,http://www.iachina.cn/IC/tkk/03/2d282494-090e-486e-bb1b-4eef82802d01_TERMS.PDF
5b531445f1ad32a783dfba53,太平养老保险股份有限公司,太平附加盛世重大疾病住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平养老[2010]医疗保险006号,在售, ,http://www.iachina.cn/IC/tkk/03/0c4c2251-f845-4875-ae5e-3fab537baecf_TERMS.PDF
5b531445f1ad32a783dfba54,太平养老保险股份有限公司,太平附加盛世重大疾病住院津贴团体医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平养老[2010]医疗保险048号,在售, ,http://www.iachina.cn/IC/tkk/03/0222bd5d-c090-4f41-b199-b3b4dc384d33_TERMS.PDF
5b531445f1ad32a783dfba56,中意人寿保险有限公司,中意附加住院津贴医疗保险B款,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中意人寿[2010]医疗保险025号,在售, ,http://www.iachina.cn/IC/tkk/03/780c9456-7f17-4955-832d-15a60d3e6489_TERMS.PDF
5b531445f1ad32a783dfba57,中意人寿保险有限公司,中意附加年年创意住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,灵活交费,中意人寿[2010]医疗保险002号,在售, ,http://www.iachina.cn/IC/tkk/03/4da1223f-3c32-43ae-8913-f509b798075d_TERMS.PDF
5b531445f1ad32a783dfba58,泰康人寿保险有限责任公司,泰康附加乐康住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,泰康人寿[2010]医疗保险056号,停用,2014-03-31,http://www.iachina.cn/IC/tkk/03/46814188-55bc-4b25-af1f-848085176741_TERMS.PDF
5b531445f1ad32a783dfba59,中英人寿保险有限公司,中英人寿附加乐安康住院津贴医疗保险（D款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中英人寿[2013]医疗保险045号,停售,2017-04-11,http://www.iachina.cn/IC/tkk/03/77e1e208-5cc7-4333-ba82-545bbf254731_TERMS.PDF
5b531445f1ad32a783dfba5a,中英人寿保险有限公司,中英人寿附加乐安康住院津贴医疗保险（C款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中英人寿[2013]医疗保险034号,停售,2016-12-30,http://www.iachina.cn/IC/tkk/03/86e1a30b-9a4a-48b7-9930-4d2bf1ce0e0e_TERMS.PDF
5b531445f1ad32a783dfba5b,中意人寿保险有限公司,中意附加住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中意人寿[2009]医疗保险016号,在售, ,http://www.iachina.cn/IC/tkk/03/6d992874-0f66-4b88-b4e2-a10d6f745e5b_TERMS.PDF
5b531445f1ad32a783dfba5c,中意人寿保险有限公司,中意附加住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中意人寿[2009]医疗保险110号,在售, ,http://www.iachina.cn/IC/tkk/03/1f40f462-14ac-4853-ac75-0350fb02c4bd_TERMS.PDF
5b531445f1ad32a783dfba5d,中意人寿保险有限公司,中意附加旅行意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中意人寿[2009]医疗保险147号,在售, ,http://www.iachina.cn/IC/tkk/03/a2608b72-99d7-49cf-a8ce-1e3e2cbe2a62_TERMS.PDF
5b531445f1ad32a783dfba5e,中意人寿保险有限公司,中意附加住院及重症监护津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中意人寿[2009]医疗保险146号,在售, ,http://www.iachina.cn/IC/tkk/03/fcdc9043-fbf3-400f-90a1-a9ec395393f5_TERMS.PDF
5b531445f1ad32a783dfba5f,太平人寿保险有限公司,太平附加团体重大疾病住院收入保障保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险052号,停用,2009-09-25,http://www.iachina.cn/IC/tkk/03/c9a1e5bd-c5c6-4080-8093-0d98b3716ee7_TERMS.PDF
5b531445f1ad32a783dfba60,太平人寿保险有限公司,太平附加福康安心住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,太平人寿[2009]医疗保险102号,停售,2012-08-01,http://www.iachina.cn/IC/tkk/03/d0ad65cf-8506-4207-9e79-103f16a7fd61_TERMS.PDF
5b531445f1ad32a783dfba61,太平人寿保险有限公司,太平附加团体意外收入保障保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险041号,停用,2009-09-25,http://www.iachina.cn/IC/tkk/03/c8fe9fb3-2256-4b9e-a89a-1e7e6a908904_TERMS.PDF
5b531445f1ad32a783dfba62,太平人寿保险有限公司,太平附加重病监护津贴医疗保险2006,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险103号,在售, ,http://www.iachina.cn/IC/tkk/03/b18854cf-4699-428e-ad43-238466204aa2_TERMS.PDF
5b531445f1ad32a783dfba64,太平人寿保险有限公司,太平附加住院津贴医疗保险2006,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险100号,在售, ,http://www.iachina.cn/IC/tkk/03/003ce23f-2376-4412-a5e7-2a3756cefbf6_TERMS.PDF
5b531445f1ad32a783dfba65,太平人寿保险有限公司,太平附加重大疾病住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险158号,在售, ,http://www.iachina.cn/IC/tkk/03/fcbf60e0-6ff0-45f1-b42b-669a04595e0c_TERMS.PDF
5b531445f1ad32a783dfba66,太平人寿保险有限公司,太平住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险157号,在售, ,http://www.iachina.cn/IC/tkk/03/a86b45a9-79d3-40ce-a6d6-8e3f8f7dca8c_TERMS.PDF
5b531445f1ad32a783dfba67,太平人寿保险有限公司,太平附加意外住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险156号,在售, ,http://www.iachina.cn/IC/tkk/03/9dd8e566-1e5e-48e3-b410-809057a79dc6_TERMS.PDF
5b531445f1ad32a783dfba69,太平人寿保险有限公司,太平附加意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险147号,停售,2012-11-15,http://www.iachina.cn/IC/tkk/03/5d4b0ab8-99c9-4168-9324-b229f549cf5f_TERMS.PDF
5b531445f1ad32a783dfba6c,中英人寿保险有限公司,中英人寿附加保安康医疗保险（A款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,中英人寿[2009]医疗保险053号,停售,2017-04-11,http://www.iachina.cn/IC/tkk/03/ee38ae9a-9090-4b7d-b819-03aa0e580fbc_TERMS.PDF
5b531445f1ad32a783dfba6d,太平养老保险股份有限公司,太平附加盛世意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,太平养老[2011]医疗保险005号,在售, ,http://www.iachina.cn/IC/tkk/03/712ad469-eae7-4cc9-8e57-ef52799d5aee_TERMS.PDF
5b531445f1ad32a783dfba6e,中英人寿保险有限公司,中英人寿附加乐安康住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中英人寿[2010]医疗保险022号,停售,2012-08-19,http://www.iachina.cn/IC/tkk/03/e98d4a7a-1b61-4677-a4f8-ac32433190da_TERMS.PDF
5b531445f1ad32a783dfba6f,中英人寿保险有限公司,中英人寿附加乐安心意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,中英人寿[2009]医疗保险065号,停售,2011-09-01,http://www.iachina.cn/IC/tkk/03/e4919018-0fe6-4bba-afd9-ef1406cfa365_TERMS.PDF
5b531445f1ad32a783dfba70,中英人寿保险有限公司,中英人寿安心保住院医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中英人寿[2009]医疗保险094号,停售,2013-03-01,http://www.iachina.cn/IC/tkk/03/c44a7b73-ba0c-44df-93c2-79cfdd76b0a4_TERMS.PDF
5b531445f1ad32a783dfba71,中英人寿保险有限公司,中英附加意外伤害住院津贴团体医疗保险（B款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,分期交费一次性交费兼有,中英人寿[2009]医疗保险104号,停用,2016-04-27,http://www.iachina.cn/IC/tkk/03/a9de615e-4e8a-4d63-a934-50dbeed2bf76_TERMS.PDF
5b531445f1ad32a783dfba72,中英人寿保险有限公司,中英人寿附加保安康医疗保险（B款）,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,中英人寿[2009]医疗保险055号,停售,2017-04-11,http://www.iachina.cn/IC/tkk/03/72ed980c-9d7a-4c22-927a-b85a0e1dd7ec_TERMS.PDF
5b531445f1ad32a783dfba73,太平养老保险股份有限公司,太平附加盛世重大疾病住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,太平养老[2013]医疗保险029号,在售, ,http://www.iachina.cn/IC/tkk/03/301379e7-2694-495d-96b5-dd25ea88d968_TERMS.PDF
5b531445f1ad32a783dfba74,太平人寿保险有限公司,太平附加意外伤害重病监护医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,太平人寿[2009]医疗保险150号,停售,2012-11-15,http://www.iachina.cn/IC/tkk/03/cc5b8ffd-a983-479b-98f5-4bb0e72c295f_TERMS.PDF
5b531445f1ad32a783dfba75,中英人寿保险有限公司,中英人寿附加乐安康住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中英人寿[2012]医疗保险036号,停售,2016-12-30,http://www.iachina.cn/IC/tkk/03/523bc5a2-9597-4fc2-8998-d414f10e25fe_TERMS.PDF
5b531445f1ad32a783dfba76,中英人寿保险有限公司,中英附加意外伤害住院津贴团体医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,分期交费一次性交费兼有,中英人寿[2009]医疗保险103号,停用,2016-04-27,http://www.iachina.cn/IC/tkk/03/6d561293-77ea-43b8-a168-60a46563f462_TERMS.PDF
5b531445f1ad32a783dfba77,中英人寿保险有限公司,中英人寿附加乐安康住院津贴医疗保险（B款）,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,中英人寿[2011]医疗保险008号,停售,2013-04-15,http://www.iachina.cn/IC/tkk/03/4da896fd-6a2b-4ccb-a6b6-8aaf412d1e4c_TERMS.PDF
5b531445f1ad32a783dfba78,中英人寿保险有限公司,中英人寿安怡全球意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中英人寿[2009]医疗保险098号,停售,2013-03-01,http://www.iachina.cn/IC/tkk/03/45f8bf98-b01e-4d58-ae78-e706276835cf_TERMS.PDF
5b531445f1ad32a783dfba79,中英人寿保险有限公司,中英人寿附加康乐人生医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,中英人寿[2009]医疗保险068号,停售,2013-03-01,http://www.iachina.cn/IC/tkk/03/3bb7f64f-abb8-4440-bd5c-8b52995bf4db_TERMS.PDF
5b531445f1ad32a783dfba7a,中英人寿保险有限公司,中英人寿附加意外伤害住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,分期交费一次性交费兼有,中英人寿[2010]医疗保险004号,停售,2017-04-11,http://www.iachina.cn/IC/tkk/03/30a358c2-c7ec-4000-8e5a-7ffe417f3df2_TERMS.PDF
5b531445f1ad32a783dfba7b,中英人寿保险有限公司,中英人寿安怡大陆意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中英人寿[2009]医疗保险096号,停售,2013-03-01,http://www.iachina.cn/IC/tkk/03/1c1b4bd5-b5b7-497a-8aa6-913d7d29c77c_TERMS.PDF
5b531445f1ad32a783dfba7c,中英人寿保险有限公司,中英附加疾病住院津贴团体医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,分期交费一次性交费兼有,中英人寿[2009]医疗保险112号,停用,2016-04-27,http://www.iachina.cn/IC/tkk/03/6fe2631f-b372-4d02-9ca2-51a0b4f2fc97_TERMS.PDF
5b531445f1ad32a783dfba7d,中英人寿保险有限公司,中英人寿安怡亚洲意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,中英人寿[2009]医疗保险097号,停售,2013-03-01,http://www.iachina.cn/IC/tkk/03/5754492d-6f44-4f2f-bd66-f56355a433dc_TERMS.PDF
5b531445f1ad32a783dfba7e,信诚人寿保险有限公司,信诚附加手术津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险030号,在售, ,http://www.iachina.cn/IC/tkk/03/eab68e87-2835-4b63-b9e9-55309931c171_TERMS.PDF
5b531445f1ad32a783dfba80,信诚人寿保险有限公司,信诚附加意外住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险066号,在售, ,http://www.iachina.cn/IC/tkk/03/e208b3af-f0d4-45d1-a896-7f70aac5483c_TERMS.PDF
5b531445f1ad32a783dfba81,信诚人寿保险有限公司,信诚附加老年住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,信诚人寿[2013]定额给付型医疗保险012号,在售, ,http://www.iachina.cn/IC/tkk/03/d827921d-9dc4-49a2-9e68-99ff2bf86d8f_TERMS.PDF
5b531445f1ad32a783dfba82,信诚人寿保险有限公司,信诚附加手术津贴团体医疗保险B款,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险051号,在售, ,http://www.iachina.cn/IC/tkk/03/ca59f133-96be-4ad3-9e6e-b6e5fe12d267_TERMS.PDF
5b531445f1ad32a783dfba83,信诚人寿保险有限公司,信诚附加至尊「悦・享」老年住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,信诚人寿[2012]定额给付型医疗保险023号,在售, ,http://www.iachina.cn/IC/tkk/03/b9036eff-86b3-433d-a305-152fcef9d763_TERMS.PDF
5b531445f1ad32a783dfba84,信诚人寿保险有限公司,信诚附加住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险034号,在售, ,http://www.iachina.cn/IC/tkk/03/93bb1343-4c38-4bf4-bc91-c361d5e9d651_TERMS.PDF
5b531445f1ad32a783dfba85,信诚人寿保险有限公司,信诚附加「信星相伴」手术津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险044号,停售,2014-01-01,http://www.iachina.cn/IC/tkk/03/59ef5b88-ab98-49e1-bab9-69b9889f2b80_TERMS.PDF
5b531445f1ad32a783dfba86,信诚人寿保险有限公司,信诚附加「信星相伴」住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险045号,停售,2014-01-01,http://www.iachina.cn/IC/tkk/03/50e4b5a2-8272-4737-8446-1b787889b4a7_TERMS.PDF
5b531445f1ad32a783dfba87,信诚人寿保险有限公司,信诚附加「康乐无忧」长期医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,信诚人寿[2012]定额给付型医疗保险004号,在售, ,http://www.iachina.cn/IC/tkk/03/3924d42f-866f-4b8d-ba4d-af5cc032b799_TERMS.PDF
5b531445f1ad32a783dfba88,信诚人寿保险有限公司,信诚附加老年住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,信诚人寿[2012]定额给付型医疗保险019号,在售, ,http://www.iachina.cn/IC/tkk/03/1c8fd8b2-3622-40e2-a787-8d2f4c77cc38_TERMS.PDF
5b531445f1ad32a783dfba8a,信诚人寿保险有限公司,信诚附加「E国无忧」境外旅行住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信诚人寿[2013]定额给付型医疗保险028号,在售, ,http://www.iachina.cn/IC/tkk/03/c758699c-89e5-4020-926f-40aebf48e00c_TERMS.PDF
5b531445f1ad32a783dfba8b,中英人寿保险有限公司,中英附加重大疾病住院津贴团体医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,中英人寿[2009]医疗保险111号,停用,2016-04-27,http://www.iachina.cn/IC/tkk/03/0eeabde2-cdd3-4531-b254-e3fc2df107ad_TERMS.PDF
5b531445f1ad32a783dfba8c,太平人寿保险有限公司,太平附加安宁长期意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,太平人寿[2013]医疗保险063号,停售,2017-05-05,http://www.iachina.cn/IC/tkk/03/c1603869-4d60-4521-886d-bb0e47685d3f_TERMS.PDF
5b531445f1ad32a783dfba8d,信诚人寿保险有限公司,信诚附加住院津贴团体医疗保险B款,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,信诚人寿[2009]定额给付型医疗保险050号,在售, ,http://www.iachina.cn/IC/tkk/03/5bd1d649-e5e8-42a9-8a7a-3d6192bb489f_TERMS.PDF
